URL,Name,Father,Mother,Andal,Braavosi,First Men,Ghiscari,Ironborn,Lysene,Rhoynar,Summer Islander,Unknown,Valyrian,YiTish
https://awoiaf.westeros.org/index.php/Addam_Osgrey,Addam Osgrey,https://awoiaf.westeros.org/index.php/Eustace_Osgrey,https://awoiaf.westeros.org/index.php/House_Osgrey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Addam_Rivers,Addam Rivers,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Daemon_Velaryon,Daemon Velaryon,https://awoiaf.westeros.org/index.php/House_Velaryon,https://awoiaf.westeros.org/index.php/House_Velaryon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Aethan_Velaryon,Aethan Velaryon,https://awoiaf.westeros.org/index.php/Daemon_Velaryon,https://awoiaf.westeros.org/index.php/House_Velaryon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Alarra_Massey,Alarra Massey,https://awoiaf.westeros.org/index.php/House_Massey,https://awoiaf.westeros.org/index.php/House_Massey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Daemon_Velaryon_(son_of_Aethan),Daemon Velaryon (son of Aethan),https://awoiaf.westeros.org/index.php/Aethan_Velaryon,https://awoiaf.westeros.org/index.php/Alarra_Massey,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
https://awoiaf.westeros.org/index.php/Corwyn_Velaryon,Corwyn Velaryon,https://awoiaf.westeros.org/index.php/Daemon_Velaryon_(son_of_Aethan),https://awoiaf.westeros.org/index.php/House_Velaryon,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Corlys_Velaryon,Corlys Velaryon,https://awoiaf.westeros.org/index.php/Corwyn_Velaryon,https://awoiaf.westeros.org/index.php/House_Velaryon,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0
https://awoiaf.westeros.org/index.php/Aenar_Targaryen,Aenar Targaryen,https://awoiaf.westeros.org/index.php/House_Targaryen,https://awoiaf.westeros.org/index.php/House_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Gaemon_Targaryen_(son_of_Aenar),Gaemon Targaryen (son of Aenar),https://awoiaf.westeros.org/index.php/Aenar_Targaryen,https://awoiaf.westeros.org/index.php/House_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Daenys_Targaryen,Daenys Targaryen,https://awoiaf.westeros.org/index.php/Aenar_Targaryen,https://awoiaf.westeros.org/index.php/House_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Gaemon),Aegon Targaryen (son of Gaemon),https://awoiaf.westeros.org/index.php/Gaemon_Targaryen_(son_of_Aenar),https://awoiaf.westeros.org/index.php/Daenys_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Elaena_Targaryen_(daughter_of_Gaemon),Elaena Targaryen (daughter of Gaemon),https://awoiaf.westeros.org/index.php/Gaemon_Targaryen_(son_of_Aenar),https://awoiaf.westeros.org/index.php/Daenys_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Aerys_Targaryen_(son_of_Aegon),Aerys Targaryen (son of Aegon),https://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Gaemon),https://awoiaf.westeros.org/index.php/Elaena_Targaryen_(daughter_of_Gaemon),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Daemion_Targaryen,Daemion Targaryen,https://awoiaf.westeros.org/index.php/Aerys_Targaryen_(son_of_Aegon),https://awoiaf.westeros.org/index.php/House_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Aerion_Targaryen_(son_of_Daemion),Aerion Targaryen (son of Daemion),https://awoiaf.westeros.org/index.php/Daemion_Targaryen,https://awoiaf.westeros.org/index.php/House_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Valaena_Velaryon,Valaena Velaryon,https://awoiaf.westeros.org/index.php/House_Velaryon,https://awoiaf.westeros.org/index.php/House_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_I_Targaryen,Aegon I Targaryen,https://awoiaf.westeros.org/index.php/Aerion_Targaryen_(son_of_Daemion),https://awoiaf.westeros.org/index.php/Valaena_Velaryon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Rhaenys_Targaryen,Rhaenys Targaryen,https://awoiaf.westeros.org/index.php/Aerion_Targaryen_(son_of_Daemion),https://awoiaf.westeros.org/index.php/Valaena_Velaryon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Aenys_I_Targaryen,Aenys I Targaryen,https://awoiaf.westeros.org/index.php/Aegon_I_Targaryen,https://awoiaf.westeros.org/index.php/Rhaenys_Targaryen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Alyssa_Velaryon,Alyssa Velaryon,https://awoiaf.westeros.org/index.php/Aethan_Velaryon,https://awoiaf.westeros.org/index.php/Alarra_Massey,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
https://awoiaf.westeros.org/index.php/Jaehaerys_I_Targaryen,Jaehaerys I Targaryen,https://awoiaf.westeros.org/index.php/Aenys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alyssa_Velaryon,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Alysanne_Targaryen,Alysanne Targaryen,https://awoiaf.westeros.org/index.php/Aenys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alyssa_Velaryon,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I),Aemon Targaryen (son of Jaehaerys I),https://awoiaf.westeros.org/index.php/Jaehaerys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alysanne_Targaryen,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Rogar_Baratheon,Rogar Baratheon,https://awoiaf.westeros.org/index.php/House_Baratheon,https://awoiaf.westeros.org/index.php/House_Baratheon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Jocelyn_Baratheon,Jocelyn Baratheon,https://awoiaf.westeros.org/index.php/Rogar_Baratheon,https://awoiaf.westeros.org/index.php/Alyssa_Velaryon,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
https://awoiaf.westeros.org/index.php/Rhaenys_Targaryen_(daughter_of_Aemon),Rhaenys Targaryen (daughter of Aemon),https://awoiaf.westeros.org/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I),https://awoiaf.westeros.org/index.php/Jocelyn_Baratheon,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
https://awoiaf.westeros.org/index.php/Laenor_Velaryon,Laenor Velaryon,https://awoiaf.westeros.org/index.php/Corlys_Velaryon,https://awoiaf.westeros.org/index.php/Rhaenys_Targaryen_(daughter_of_Aemon),0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0
https://awoiaf.westeros.org/index.php/Marilda_of_Hull,Marilda of Hull,Unknown,https://awoiaf.westeros.org/index.php/House_Velaryon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
https://awoiaf.westeros.org/index.php/Addam_Velaryon,Addam Velaryon,https://awoiaf.westeros.org/index.php/Laenor_Velaryon,https://awoiaf.westeros.org/index.php/Marilda_of_Hull,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.59375,0.0
https://awoiaf.westeros.org/index.php/Addam_Whitehead,Addam Whitehead,https://awoiaf.westeros.org/index.php/House_Whitehead,https://awoiaf.westeros.org/index.php/House_Whitehead,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Addison_Hill,Addison Hill,https://awoiaf.westeros.org/index.php/House_Swyft,https://awoiaf.westeros.org/index.php/House_Swyft,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Adrack_Humble,Adrack Humble,https://awoiaf.westeros.org/index.php/House_Humble,https://awoiaf.westeros.org/index.php/House_Humble,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Adrian_Redfort,Adrian Redfort,https://awoiaf.westeros.org/index.php/House_Redfort,https://awoiaf.westeros.org/index.php/House_Redfort,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Adrian_Tarbeck,Adrian Tarbeck,https://awoiaf.westeros.org/index.php/House_Tarbeck,https://awoiaf.westeros.org/index.php/House_Tarbeck,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Adrian_Thorne,Adrian Thorne,https://awoiaf.westeros.org/index.php/House_Thorne,https://awoiaf.westeros.org/index.php/House_Thorne,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_Ambrose,Aegon Ambrose,https://awoiaf.westeros.org/index.php/House_Ambrose,https://awoiaf.westeros.org/index.php/House_Ambrose,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Baelon_Targaryen_(son_of_Jaehaerys_I),Baelon Targaryen (son of Jaehaerys I),https://awoiaf.westeros.org/index.php/Jaehaerys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alysanne_Targaryen,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Alyssa_Targaryen,Alyssa Targaryen,https://awoiaf.westeros.org/index.php/Jaehaerys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alysanne_Targaryen,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Daemon_Targaryen,Daemon Targaryen,https://awoiaf.westeros.org/index.php/Baelon_Targaryen_(son_of_Jaehaerys_I),https://awoiaf.westeros.org/index.php/Alyssa_Targaryen,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Viserys_I_Targaryen,Viserys I Targaryen,https://awoiaf.westeros.org/index.php/Baelon_Targaryen_(son_of_Jaehaerys_I),https://awoiaf.westeros.org/index.php/Alyssa_Targaryen,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Rymond_Arryn,Rymond Arryn,https://awoiaf.westeros.org/index.php/House_Arryn,https://awoiaf.westeros.org/index.php/House_Arryn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Rodrik_Arryn,Rodrik Arryn,https://awoiaf.westeros.org/index.php/Rymond_Arryn,https://awoiaf.westeros.org/index.php/House_Arryn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Daella_Targaryen_(daughter_of_Jaehaerys_I),Daella Targaryen (daughter of Jaehaerys I),https://awoiaf.westeros.org/index.php/Jaehaerys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alysanne_Targaryen,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Aemma_Arryn,Aemma Arryn,https://awoiaf.westeros.org/index.php/Rodrik_Arryn,https://awoiaf.westeros.org/index.php/Daella_Targaryen_(daughter_of_Jaehaerys_I),0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0
https://awoiaf.westeros.org/index.php/Rhaenyra_Targaryen,Rhaenyra Targaryen,https://awoiaf.westeros.org/index.php/Viserys_I_Targaryen,https://awoiaf.westeros.org/index.php/Aemma_Arryn,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0
https://awoiaf.westeros.org/index.php/Viserys_II_Targaryen,Viserys II Targaryen,https://awoiaf.westeros.org/index.php/Daemon_Targaryen,https://awoiaf.westeros.org/index.php/Rhaenyra_Targaryen,0.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65625,0.0
https://awoiaf.westeros.org/index.php/Lysandro_Rogare,Lysandro Rogare,https://awoiaf.westeros.org/index.php/House_Rogare,https://awoiaf.westeros.org/index.php/House_Rogare,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Larra_Rogare,Larra Rogare,https://awoiaf.westeros.org/index.php/Lysandro_Rogare,https://awoiaf.westeros.org/index.php/House_Rogare,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_IV_Targaryen,Aegon IV Targaryen,https://awoiaf.westeros.org/index.php/Viserys_II_Targaryen,https://awoiaf.westeros.org/index.php/Larra_Rogare,0.171875,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.328125,0.0
https://awoiaf.westeros.org/index.php/Aegon_III_Targaryen,Aegon III Targaryen,https://awoiaf.westeros.org/index.php/Daemon_Targaryen,https://awoiaf.westeros.org/index.php/Rhaenyra_Targaryen,0.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65625,0.0
https://awoiaf.westeros.org/index.php/Vaemond_Velaryon,Vaemond Velaryon,https://awoiaf.westeros.org/index.php/House_Velaryon,https://awoiaf.westeros.org/index.php/House_Velaryon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Daeron_Velaryon,Daeron Velaryon,https://awoiaf.westeros.org/index.php/Vaemond_Velaryon,https://awoiaf.westeros.org/index.php/House_Velaryon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Hazel_Harte,Hazel Harte,https://awoiaf.westeros.org/index.php/House_Harte,https://awoiaf.westeros.org/index.php/House_Harte,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Daenaera_Velaryon,Daenaera Velaryon,https://awoiaf.westeros.org/index.php/Daeron_Velaryon,https://awoiaf.westeros.org/index.php/Hazel_Harte,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
https://awoiaf.westeros.org/index.php/Daena_Targaryen,Daena Targaryen,https://awoiaf.westeros.org/index.php/Aegon_III_Targaryen,https://awoiaf.westeros.org/index.php/Daenaera_Velaryon,0.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578125,0.0
https://awoiaf.westeros.org/index.php/Daemon_I_Blackfyre,Daemon I Blackfyre,https://awoiaf.westeros.org/index.php/Aegon_IV_Targaryen,https://awoiaf.westeros.org/index.php/Daena_Targaryen,0.296875,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.453125,0.0
https://awoiaf.westeros.org/index.php/Rohanne_of_Tyrosh,Rohanne of Tyrosh,https://awoiaf.westeros.org/index.php/House_Blackfyre,https://awoiaf.westeros.org/index.php/House_Blackfyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_Blackfyre,Aegon Blackfyre,https://awoiaf.westeros.org/index.php/Daemon_I_Blackfyre,https://awoiaf.westeros.org/index.php/Rohanne_of_Tyrosh,0.1484375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.7265625,0.0
https://awoiaf.westeros.org/index.php/Lord_Frey,Lord Frey,https://awoiaf.westeros.org/index.php/House_Frey,https://awoiaf.westeros.org/index.php/House_Frey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Walder_Frey,Walder Frey,https://awoiaf.westeros.org/index.php/Lord_Frey,https://awoiaf.westeros.org/index.php/House_Frey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Perra_Royce,Perra Royce,https://awoiaf.westeros.org/index.php/House_Royce,https://awoiaf.westeros.org/index.php/House_Royce,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Stevron_Frey,Stevron Frey,https://awoiaf.westeros.org/index.php/Walder_Frey,https://awoiaf.westeros.org/index.php/Perra_Royce,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Jeyne_Lydden,Jeyne Lydden,https://awoiaf.westeros.org/index.php/House_Lydden,https://awoiaf.westeros.org/index.php/House_Lydden,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_Frey_(son_of_Stevron),Aegon Frey (son of Stevron),https://awoiaf.westeros.org/index.php/Stevron_Frey,https://awoiaf.westeros.org/index.php/Jeyne_Lydden,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Aenys_Frey,Aenys Frey,https://awoiaf.westeros.org/index.php/Walder_Frey,https://awoiaf.westeros.org/index.php/Perra_Royce,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Tyana_Wylde,Tyana Wylde,https://awoiaf.westeros.org/index.php/House_Wylde,https://awoiaf.westeros.org/index.php/House_Wylde,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_Frey_(son_of_Aenys),Aegon Frey (son of Aenys),https://awoiaf.westeros.org/index.php/Aenys_Frey,https://awoiaf.westeros.org/index.php/Tyana_Wylde,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Otto_Hightower,Otto Hightower,https://awoiaf.westeros.org/index.php/House_Hightower,https://awoiaf.westeros.org/index.php/House_Hightower,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Alicent_Hightower,Alicent Hightower,https://awoiaf.westeros.org/index.php/Otto_Hightower,https://awoiaf.westeros.org/index.php/House_Hightower,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_II_Targaryen,Aegon II Targaryen,https://awoiaf.westeros.org/index.php/Viserys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alicent_Hightower,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0
https://awoiaf.westeros.org/index.php/Naerys_Targaryen,Naerys Targaryen,https://awoiaf.westeros.org/index.php/Viserys_II_Targaryen,https://awoiaf.westeros.org/index.php/Larra_Rogare,0.171875,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.328125,0.0
https://awoiaf.westeros.org/index.php/Daeron_II_Targaryen,Daeron II Targaryen,https://awoiaf.westeros.org/index.php/Aegon_IV_Targaryen,https://awoiaf.westeros.org/index.php/Naerys_Targaryen,0.171875,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.328125,0.0
https://awoiaf.westeros.org/index.php/Prince_of_Dorne_(father_of_Maron),Prince of Dorne (father of Maron),https://awoiaf.westeros.org/index.php/House_Martell,https://awoiaf.westeros.org/index.php/House_Martell,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Myriah_Martell,Myriah Martell,https://awoiaf.westeros.org/index.php/Prince_of_Dorne_(father_of_Maron),https://awoiaf.westeros.org/index.php/House_Martell,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Maekar_I_Targaryen,Maekar I Targaryen,https://awoiaf.westeros.org/index.php/Daeron_II_Targaryen,https://awoiaf.westeros.org/index.php/Myriah_Martell,0.0859375,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.1640625,0.0
https://awoiaf.westeros.org/index.php/Dyanna_Dayne,Dyanna Dayne,https://awoiaf.westeros.org/index.php/House_Dayne,https://awoiaf.westeros.org/index.php/House_Dayne,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Aegon_V_Targaryen,Aegon V Targaryen,https://awoiaf.westeros.org/index.php/Maekar_I_Targaryen,https://awoiaf.westeros.org/index.php/Dyanna_Dayne,0.04296875,0.0,0.5,0.0,0.0,0.125,0.25,0.0,0.0,0.08203125,0.0
https://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Aenys_I),Aegon Targaryen (son of Aenys I),https://awoiaf.westeros.org/index.php/Aenys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alyssa_Velaryon,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Jaehaerys_I),Aegon Targaryen (son of Jaehaerys I),https://awoiaf.westeros.org/index.php/Jaehaerys_I_Targaryen,https://awoiaf.westeros.org/index.php/Alysanne_Targaryen,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Baelon),Aegon Targaryen (son of Baelon),https://awoiaf.westeros.org/index.php/Baelon_Targaryen_(son_of_Jaehaerys_I),https://awoiaf.westeros.org/index.php/Alyssa_Targaryen,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
https://awoiaf.westeros.org/index.php/Betha_Blackwood,Betha Blackwood,https://awoiaf.westeros.org/index.php/House_Blackwood,https://awoiaf.westeros.org/index.php/House_Blackwood,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://awoiaf.westeros.org/index.php/Jaehaerys_II_Targaryen,Jaehaerys II Targaryen,https://awoiaf.westeros.org/index.php/Aegon_V_Targaryen,https://awoiaf.westeros.org/index.php/Betha_Blackwood,0.021484375,0.0,0.75,0.0,0.0,0.0625,0.125,0.0,0.0,0.041015625,0.0
https://awoiaf.westeros.org/index.php/Shaera_Targaryen,Shaera Targaryen,https://awoiaf.westeros.org/index.php/Aegon_V_Targaryen,https://awoiaf.westeros.org/index.php/Betha_Blackwood,0.021484375,0.0,0.75,0.0,0.0,0.0625,0.125,0.0,0.0,0.041015625,0.0
https://awoiaf.westeros.org/index.php/Aerys_II_Targaryen,Aerys II Targaryen,https://awoiaf.westeros.org/index.php/Jaehaerys_II_Targaryen,https://awoiaf.westeros.org/index.php/Shaera_Targaryen,0.021484375,0.0,0.75,0.0,0.0,0.0625,0.125,0.0,0.0,0.041015625,0.0
https://awoiaf.westeros.org/index.php/Rhaella_Targaryen,Rhaella Targaryen,https://awoiaf.westeros.org/index.php/Jaehaerys_II_Targaryen,https://awoiaf.westeros.org/index.php/Shaera_Targaryen,0.021484375,0.0,0.75,0.0,0.0,0.0625,0.125,0.0,0.0,0.041015625,0.0
https://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Aerys_II),Aegon Targaryen (son of Aerys II),https://awoiaf.westeros.org/index.php/Aerys_II_Targaryen,https://awoiaf.westeros.org/index.php/Rhaella_Targaryen,0.021484375,0.0,0.75,0.0,0.0,0.0625,0.125,0.0,0.0,0.041015625,0.0
